"Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"AHRQ","Indiana",2020,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",83.5857348834765,1800
"AHRQ","Indiana",2021,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",85.0896941871618,1850
"AHRQ","Indiana",2022,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",78.1154521475621,1650
"AHRQ","Indiana",2016,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",641.645698436569,10600
"AHRQ","Indiana",2017,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",663.185455258975,11000
"AHRQ","Indiana",2018,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",543.759689279246,9050
"AHRQ","Indiana",2019,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",525.935328218293,8750
"AHRQ","Indiana",2020,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",573.949138660844,9650
"AHRQ","Indiana",2021,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",595.70893209431,10150
"AHRQ","Indiana",2022,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",473.482870155429,8200
"AHRQ","Indiana",2016,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",245.774203522124,4300
"AHRQ","Indiana",2017,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",249.158676129537,4300
"AHRQ","Indiana",2018,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",201.058775131428,3400
"AHRQ","Indiana",2019,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",207.408989025623,3550
"AHRQ","Indiana",2020,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",206.618565273318,3500
"AHRQ","Indiana",2021,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",234.899743325414,3950
"AHRQ","Indiana",2022,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",209.776190717403,3500
"AHRQ","Indiana",2016,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",117.996692768809,1150
"AHRQ","Indiana",2017,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",117.049567842743,1200
"AHRQ","Indiana",2018,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",101.326574170007,1100
"AHRQ","Indiana",2019,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",111.388820196392,1200
"AHRQ","Indiana",2020,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",93.7631649759722,1000
"AHRQ","Indiana",2021,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",105.241850534052,1200
"AHRQ","Indiana",2022,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",108.279246139671,1300
"AHRQ","Indiana",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Males",316.429485007671,10350
"AHRQ","Indiana",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Males",320.17610994714,10500
"AHRQ","Indiana",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Males",255.65565541471,8400
"AHRQ","Indiana",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Males",251.242763573747,8250
"AHRQ","Indiana",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Males",285.382357214304,9500
"AHRQ","Indiana",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Males",309.604848044698,10350
"AHRQ","Indiana",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Males",254.008639392089,8600
"AHRQ","Indiana",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Females",261.508146935877,8850
"AHRQ","Indiana",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Females",258.071152131203,8750
"AHRQ","Indiana",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Females",208.8262789871,7050
"AHRQ","Indiana",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Females",204.643281665859,6950
"AHRQ","Indiana",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Females",191.796207092825,6550
"AHRQ","Indiana",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Females",198.013509506033,6750
"AHRQ","Indiana",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Females",176.047822877466,6100
"AHRQ","Indiana",2016,NA,"IP","All Opioids","Total","All Inpatient Stays",285.549991206612,18950
"AHRQ","Indiana",2017,NA,"IP","All Opioids","Total","All Inpatient Stays",294.108323389358,19600
"AHRQ","Indiana",2018,NA,"IP","All Opioids","Total","All Inpatient Stays",259.56964511505,17250
"AHRQ","Indiana",2019,NA,"IP","All Opioids","Total","All Inpatient Stays",254.852996599007,17100
"AHRQ","Indiana",2020,NA,"IP","All Opioids","Total","All Inpatient Stays",233.88700836866,15700
"AHRQ","Indiana",2021,NA,"IP","All Opioids","Total","All Inpatient Stays",214.50490584351,14500
"AHRQ","Indiana",2022,NA,"IP","All Opioids","Total","All Inpatient Stays",203.711384993885,13900
"AHRQ","Indiana",2016,NA,"IP","All Opioids","Age","<1 Year",31.8184622048225,NA
"AHRQ","Indiana",2017,NA,"IP","All Opioids","Age","<1 Year",46.3810860309683,NA
"AHRQ","Indiana",2018,NA,"IP","All Opioids","Age","<1 Year",58.3354167410741,NA
"AHRQ","Indiana",2019,NA,"IP","All Opioids","Age","<1 Year",65.8319430347393,NA
"AHRQ","Indiana",2020,NA,"IP","All Opioids","Age","<1 Year",44.7996981915069,NA
"AHRQ","Indiana",2021,NA,"IP","All Opioids","Age","<1 Year",36.6551577354207,NA
"AHRQ","Indiana",2022,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Indiana",2016,NA,"IP","All Opioids","Age","1-24 Years",75.7222969035407,1650
"AHRQ","Indiana",2017,NA,"IP","All Opioids","Age","1-24 Years",70.4903891393282,1500
"AHRQ","Indiana",2018,NA,"IP","All Opioids","Age","1-24 Years",58.6018171296684,1300
"AHRQ","Indiana",2019,NA,"IP","All Opioids","Age","1-24 Years",49.2679969097266,1050
"AHRQ","Indiana",2020,NA,"IP","All Opioids","Age","1-24 Years",43.5481721390163,900
"AHRQ","Indiana",2021,NA,"IP","All Opioids","Age","1-24 Years",36.9556740323704,800
"AHRQ","Indiana",2022,NA,"IP","All Opioids","Age","1-24 Years",35.4183735083115,800
"AHRQ","Indiana",2016,NA,"IP","All Opioids","Age","25-44 Years",447.609041598877,7400
"AHRQ","Indiana",2017,NA,"IP","All Opioids","Age","25-44 Years",449.226792861259,7450
"AHRQ","Indiana",2018,NA,"IP","All Opioids","Age","25-44 Years",408.346041533064,6750
"AHRQ","Indiana",2019,NA,"IP","All Opioids","Age","25-44 Years",381.646497924504,6400
"AHRQ","Indiana",2020,NA,"IP","All Opioids","Age","25-44 Years",363.274992869606,6100
"AHRQ","Indiana",2021,NA,"IP","All Opioids","Age","25-44 Years",341.479270422687,5800
"AHRQ","Indiana",2022,NA,"IP","All Opioids","Age","25-44 Years",286.293083068382,4900
"AHRQ","Indiana",2016,NA,"IP","All Opioids","Age","45-64 Years",350.709620589966,6100
"AHRQ","Indiana",2017,NA,"IP","All Opioids","Age","45-64 Years",360.539213581523,6250
"AHRQ","Indiana",2018,NA,"IP","All Opioids","Age","45-64 Years",317.710086977833,5400
"AHRQ","Indiana",2019,NA,"IP","All Opioids","Age","45-64 Years",320.954887006932,5500
"AHRQ","Indiana",2020,NA,"IP","All Opioids","Age","45-64 Years",299.904211197125,5100
"AHRQ","Indiana",2021,NA,"IP","All Opioids","Age","45-64 Years",271.879800931396,4550
"AHRQ","Indiana",2022,NA,"IP","All Opioids","Age","45-64 Years",272.196805722363,4600
"AHRQ","Indiana",2016,NA,"IP","All Opioids","Age","65+ Years",383.985165221664,3800
"AHRQ","Indiana",2017,NA,"IP","All Opioids","Age","65+ Years",426.797078505226,4350
"AHRQ","Indiana",2018,NA,"IP","All Opioids","Age","65+ Years",360.034372885084,3750
"AHRQ","Indiana",2019,NA,"IP","All Opioids","Age","65+ Years",381.835842760374,4050
"AHRQ","Indiana",2020,NA,"IP","All Opioids","Age","65+ Years",321.968449295138,3550
"AHRQ","Indiana",2021,NA,"IP","All Opioids","Age","65+ Years",289.901872402277,3250
"AHRQ","Indiana",2022,NA,"IP","All Opioids","Age","65+ Years",307.921745830615,3600
"AHRQ","Indiana",2016,NA,"IP","All Opioids","Sex","Males",254.596027907513,8300
"AHRQ","Indiana",2017,NA,"IP","All Opioids","Sex","Males",267.530044166814,8750
"AHRQ","Indiana",2018,NA,"IP","All Opioids","Sex","Males",240.270124323912,7850
"AHRQ","Indiana",2019,NA,"IP","All Opioids","Sex","Males",233.824188240258,7750
"AHRQ","Indiana",2020,NA,"IP","All Opioids","Sex","Males",225.225823249615,7450
"AHRQ","Indiana",2021,NA,"IP","All Opioids","Sex","Males",206.575074945677,6900
"AHRQ","Indiana",2022,NA,"IP","All Opioids","Sex","Males",195.726556046288,6600
"AHRQ","Indiana",2016,NA,"IP","All Opioids","Sex","Females",315.275613510509,10600
"AHRQ","Indiana",2017,NA,"IP","All Opioids","Sex","Females",319.903016504667,10800
"AHRQ","Indiana",2018,NA,"IP","All Opioids","Sex","Females",278.328685640258,9400
"AHRQ","Indiana",2019,NA,"IP","All Opioids","Sex","Females",275.173661264238,9400
"AHRQ","Indiana",2020,NA,"IP","All Opioids","Sex","Females",242.196276234595,8250
"AHRQ","Indiana",2021,NA,"IP","All Opioids","Sex","Females",222.022624455492,7650
"AHRQ","Indiana",2022,NA,"IP","All Opioids","Sex","Females",211.400051178167,7300
"AHRQ","Iowa",2016,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",75.0655745248723,2350
"AHRQ","Iowa",2017,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",109.438950606299,3450
"AHRQ","Iowa",2018,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",92.4105169252904,2900
"AHRQ","Iowa",2019,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",92.4276288823867,2900
"AHRQ","Iowa",2020,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",82.5362702804532,2600
"AHRQ","Iowa",2021,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",92.2779197532521,2900
"AHRQ","Iowa",2022,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",86.1362705739227,2800
"AHRQ","Iowa",2016,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2017,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2018,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2019,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2020,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2021,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2022,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2016,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",34.3573936815867,350
"AHRQ","Iowa",2017,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",44.7921965524711,500
"AHRQ","Iowa",2018,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",33.9357333492417,350
"AHRQ","Iowa",2019,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",30.5452870476272,350
"AHRQ","Iowa",2020,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",28.4273519970459,300
"AHRQ","Iowa",2021,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",37.9406037384799,400
"AHRQ","Iowa",2022,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",38.0620529180253,400
"AHRQ","Iowa",2016,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",102.575701133521,800
"AHRQ","Iowa",2017,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",201.170349733004,1550
"AHRQ","Iowa",2018,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",168.215220713375,1350
"AHRQ","Iowa",2019,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",167.414940934651,1300
"AHRQ","Iowa",2020,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",153.567593087383,1150
"AHRQ","Iowa",2021,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",168.24118187492,1300
"AHRQ","Iowa",2022,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",149.763785133465,1150
"AHRQ","Iowa",2016,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",94.2181503033304,750
"AHRQ","Iowa",2017,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",119.488454848565,950
"AHRQ","Iowa",2018,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",100.846077238299,750
"AHRQ","Iowa",2019,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",102.240138589366,850
"AHRQ","Iowa",2020,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",94.9338670156128,750
"AHRQ","Iowa",2021,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",93.496887777691,700
"AHRQ","Iowa",2022,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",86.7998030112255,650
"AHRQ","Iowa",2016,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",89.9420330396133,450
"AHRQ","Iowa",2017,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",95.1568758915022,500
"AHRQ","Iowa",2018,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",90.6640255572021,450
"AHRQ","Iowa",2019,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",95.1611815299803,500
"AHRQ","Iowa",2020,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",72.1617996152562,400
"AHRQ","Iowa",2021,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",90.535772137047,550
"AHRQ","Iowa",2022,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",89.3242317354785,550
"AHRQ","Iowa",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Males",66.3129546541715,950
"AHRQ","Iowa",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Males",109.839775944769,1750
"AHRQ","Iowa",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Males",90.1735681757454,1450
"AHRQ","Iowa",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Males",94.70622661702,1500
"AHRQ","Iowa",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Males",91.1018961096515,1450
"AHRQ","Iowa",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Males",103.355109768833,1650
"AHRQ","Iowa",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Males",92.8347010228093,1450
"AHRQ","Iowa",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Females",83.628221161747,1300
"AHRQ","Iowa",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Females",109.043335728456,1750
"AHRQ","Iowa",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Females",94.620252765847,1500
"AHRQ","Iowa",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Females",90.1719487949006,1400
"AHRQ","Iowa",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Females",74.0526156061028,1200
"AHRQ","Iowa",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Females",81.2942701685866,1300
"AHRQ","Iowa",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Females",79.4862170029657,1250
"AHRQ","Iowa",2016,NA,"IP","All Opioids","Total","All Inpatient Stays",123.428496565708,3900
"AHRQ","Iowa",2017,NA,"IP","All Opioids","Total","All Inpatient Stays",146.603193547078,4600
"AHRQ","Iowa",2018,NA,"IP","All Opioids","Total","All Inpatient Stays",129.518952469064,4050
"AHRQ","Iowa",2019,NA,"IP","All Opioids","Total","All Inpatient Stays",122.392503415549,3850
"AHRQ","Iowa",2020,NA,"IP","All Opioids","Total","All Inpatient Stays",107.834792493777,3500
"AHRQ","Iowa",2021,NA,"IP","All Opioids","Total","All Inpatient Stays",99.367870641912,3150
"AHRQ","Iowa",2022,NA,"IP","All Opioids","Total","All Inpatient Stays",93.5502800345224,3000
"AHRQ","Iowa",2016,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2017,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2018,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2019,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2020,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2021,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2022,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Iowa",2016,NA,"IP","All Opioids","Age","1-24 Years",22.4023401922214,200
"AHRQ","Iowa",2017,NA,"IP","All Opioids","Age","1-24 Years",41.1656948622272,400
"AHRQ","Iowa",2018,NA,"IP","All Opioids","Age","1-24 Years",30.146808602422,300
"AHRQ","Iowa",2019,NA,"IP","All Opioids","Age","1-24 Years",22.543007373808,200
"AHRQ","Iowa",2020,NA,"IP","All Opioids","Age","1-24 Years",20.2386493310532,200
"AHRQ","Iowa",2021,NA,"IP","All Opioids","Age","1-24 Years",19.6108575167727,200
"AHRQ","Iowa",2022,NA,"IP","All Opioids","Age","1-24 Years",21.23202204626,200
"AHRQ","Iowa",2016,NA,"IP","All Opioids","Age","25-44 Years",105.726705673769,800
"AHRQ","Iowa",2017,NA,"IP","All Opioids","Age","25-44 Years",161.480139805814,1250
"AHRQ","Iowa",2018,NA,"IP","All Opioids","Age","25-44 Years",134.914398459475,950
"AHRQ","Iowa",2019,NA,"IP","All Opioids","Age","25-44 Years",125.669137358651,1000
"AHRQ","Iowa",2020,NA,"IP","All Opioids","Age","25-44 Years",124.994351470174,950
"AHRQ","Iowa",2021,NA,"IP","All Opioids","Age","25-44 Years",112.213298456609,900
"AHRQ","Iowa",2022,NA,"IP","All Opioids","Age","25-44 Years",97.9856654141704,800
"AHRQ","Iowa",2016,NA,"IP","All Opioids","Age","45-64 Years",172.11966402325,1350
"AHRQ","Iowa",2017,NA,"IP","All Opioids","Age","45-64 Years",180.696149710074,1500
"AHRQ","Iowa",2018,NA,"IP","All Opioids","Age","45-64 Years",167.540070343162,1350
"AHRQ","Iowa",2019,NA,"IP","All Opioids","Age","45-64 Years",157.541469540207,1250
"AHRQ","Iowa",2020,NA,"IP","All Opioids","Age","45-64 Years",138.187343682976,1050
"AHRQ","Iowa",2021,NA,"IP","All Opioids","Age","45-64 Years",124.027160063205,900
"AHRQ","Iowa",2022,NA,"IP","All Opioids","Age","45-64 Years",115.204801790494,950
"AHRQ","Iowa",2016,NA,"IP","All Opioids","Age","65+ Years",277.780504223401,1400
"AHRQ","Iowa",2017,NA,"IP","All Opioids","Age","65+ Years",286.073751060589,1500
"AHRQ","Iowa",2018,NA,"IP","All Opioids","Age","65+ Years",262.057026780755,1400
"AHRQ","Iowa",2019,NA,"IP","All Opioids","Age","65+ Years",259.082712019323,1450
"AHRQ","Iowa",2020,NA,"IP","All Opioids","Age","65+ Years",207.381819486661,1150
"AHRQ","Iowa",2021,NA,"IP","All Opioids","Age","65+ Years",196.082811786197,1100
"AHRQ","Iowa",2022,NA,"IP","All Opioids","Age","65+ Years",188.624360633846,1100
"AHRQ","Iowa",2016,NA,"IP","All Opioids","Sex","Males",100.804501175623,1500
"AHRQ","Iowa",2017,NA,"IP","All Opioids","Sex","Males",130.014497382438,2000
"AHRQ","Iowa",2018,NA,"IP","All Opioids","Sex","Males",119.384931468507,1850
"AHRQ","Iowa",2019,NA,"IP","All Opioids","Sex","Males",110.475046013843,1750
"AHRQ","Iowa",2020,NA,"IP","All Opioids","Sex","Males",101.0180391712,1600
"AHRQ","Iowa",2021,NA,"IP","All Opioids","Sex","Males",94.507792291836,1500
"AHRQ","Iowa",2022,NA,"IP","All Opioids","Sex","Males",88.1512388383734,1450
"AHRQ","Iowa",2016,NA,"IP","All Opioids","Sex","Females",145.662002817641,2250
"AHRQ","Iowa",2017,NA,"IP","All Opioids","Sex","Females",162.976247785132,2550
"AHRQ","Iowa",2018,NA,"IP","All Opioids","Sex","Females",139.529691167676,2200
"AHRQ","Iowa",2019,NA,"IP","All Opioids","Sex","Females",134.190097587571,2100
"AHRQ","Iowa",2020,NA,"IP","All Opioids","Sex","Females",114.586310986663,1800
"AHRQ","Iowa",2021,NA,"IP","All Opioids","Sex","Females",104.186908455308,1650
"AHRQ","Iowa",2022,NA,"IP","All Opioids","Sex","Females",98.8481815401765,1550
"AHRQ","Kansas",2016,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",141.872192063534,4150
"AHRQ","Kansas",2017,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",141.898171998076,4150
"AHRQ","Kansas",2018,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",116.327022459223,3350
"AHRQ","Kansas",2019,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",114.585701427847,3350
"AHRQ","Kansas",2020,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",102.41715602771,3000
"AHRQ","Kansas",2021,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",127.068713580445,3700
"AHRQ","Kansas",2022,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",130.607223261261,3800
"AHRQ","Kansas",2016,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2017,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2018,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2019,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2020,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2021,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2022,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2016,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",53.0079688642303,500
"AHRQ","Kansas",2017,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",50.0397224739757,500
"AHRQ","Kansas",2018,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",30.5678666911632,300
"AHRQ","Kansas",2019,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",30.7744503777961,350
"AHRQ","Kansas",2020,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",43.8768627329822,400
"AHRQ","Kansas",2021,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",60.4494949350289,550
"AHRQ","Kansas",2022,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",75.0995788759615,750
"AHRQ","Kansas",2016,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",247.440353462524,1850
"AHRQ","Kansas",2017,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",236.916877150182,1750
"AHRQ","Kansas",2018,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",203.106526874041,1450
"AHRQ","Kansas",2019,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",208.885373267513,1550
"AHRQ","Kansas",2020,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",189.28858873095,1400
"AHRQ","Kansas",2021,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",234.614338285652,1700
"AHRQ","Kansas",2022,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",222.84019039795,1650
"AHRQ","Kansas",2016,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",179.782929713887,1250
"AHRQ","Kansas",2017,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",191.253433514776,1400
"AHRQ","Kansas",2018,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",154.443702642038,1050
"AHRQ","Kansas",2019,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",141.124763358105,1000
"AHRQ","Kansas",2020,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",113.454266454581,800
"AHRQ","Kansas",2021,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",125.932000726511,850
"AHRQ","Kansas",2022,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",134.326431790753,900
"AHRQ","Kansas",2016,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",117.408049104924,500
"AHRQ","Kansas",2017,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",122.475898201415,550
"AHRQ","Kansas",2018,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",112.426705711832,500
"AHRQ","Kansas",2019,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",111.348621766454,450
"AHRQ","Kansas",2020,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",80.1689151851632,400
"AHRQ","Kansas",2021,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",108.317142153558,550
"AHRQ","Kansas",2022,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",105.503946047255,500
"AHRQ","Kansas",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Males",127.977203939695,1800
"AHRQ","Kansas",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Males",125.837730228265,1850
"AHRQ","Kansas",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Males",108.516311596415,1550
"AHRQ","Kansas",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Males",105.623444431936,1550
"AHRQ","Kansas",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Males",102.866373553982,1500
"AHRQ","Kansas",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Males",130.019753341714,1900
"AHRQ","Kansas",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Males",139.8225592747,2050
"AHRQ","Kansas",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Females",155.601484337685,2250
"AHRQ","Kansas",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Females",157.852233592395,2300
"AHRQ","Kansas",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Females",124.111069050688,1800
"AHRQ","Kansas",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Females",123.337574826321,1750
"AHRQ","Kansas",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Females",101.970914015362,1450
"AHRQ","Kansas",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Females",124.07134894557,1800
"AHRQ","Kansas",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Females",121.392962721553,1750
"AHRQ","Kansas",2016,NA,"IP","All Opioids","Total","All Inpatient Stays",169.80891541163,4900
"AHRQ","Kansas",2017,NA,"IP","All Opioids","Total","All Inpatient Stays",177.285322116949,5200
"AHRQ","Kansas",2018,NA,"IP","All Opioids","Total","All Inpatient Stays",180.30318597717,5250
"AHRQ","Kansas",2019,NA,"IP","All Opioids","Total","All Inpatient Stays",179.934756475312,5250
"AHRQ","Kansas",2020,NA,"IP","All Opioids","Total","All Inpatient Stays",156.990488161745,4650
"AHRQ","Kansas",2021,NA,"IP","All Opioids","Total","All Inpatient Stays",166.397878985982,4900
"AHRQ","Kansas",2022,NA,"IP","All Opioids","Total","All Inpatient Stays",162.764493247544,4800
"AHRQ","Kansas",2016,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2017,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2018,NA,"IP","All Opioids","Age","<1 Year",NA,NA
