"Dataset","Disease","Region","Region Type","Season","Week Observed","Characteristic","Level","WVAL Category","National WVAL","State WVAL","Regional WVAL","Coverage"
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-10-14,"Not Stratified","N/A","Moderate",4.03,3.51,3.48,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-10-21,"Not Stratified","N/A","Moderate",4.3,3.13,3.34,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-10-28,"Not Stratified","N/A","Moderate",4.38,3.22,3.31,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-11-04,"Not Stratified","N/A","Low",4.81,2.6,3.41,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-11-11,"Not Stratified","N/A","Moderate",5.28,3.48,3.73,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-11-18,"Not Stratified","N/A","Low",5.86,2.71,3.89,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-11-25,"Not Stratified","N/A","Moderate",6.49,3.46,4.22,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-12-02,"Not Stratified","N/A","High",8.09,5.67,5.83,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-12-09,"Not Stratified","N/A","High",9.01,5.63,6.17,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-12-16,"Not Stratified","N/A","High",10.37,7.38,7.65,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-12-23,"Not Stratified","N/A","Very High",12.55,9.74,9.78,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2023-12-30,"Not Stratified","N/A","Very High",14.38,13.36,12.37,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-01-06,"Not Stratified","N/A","Very High",13.77,10.74,12.42,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-01-13,"Not Stratified","N/A","Very High",10.84,10.65,10.28,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-01-20,"Not Stratified","N/A","Very High",8.95,11.13,9.89,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-01-27,"Not Stratified","N/A","Very High",8.76,12.41,10.82,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-02-03,"Not Stratified","N/A","Very High",7.25,9.84,9.17,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-02-10,"Not Stratified","N/A","Very High",7.4,8.98,9.17,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-02-17,"Not Stratified","N/A","Very High",7.21,10.18,8.93,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-02-24,"Not Stratified","N/A","Very High",6.58,9.76,8.59,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-03-02,"Not Stratified","N/A","High",5.26,7.48,6.94,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-03-09,"Not Stratified","N/A","High",4.25,5.41,5.18,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-03-16,"Not Stratified","N/A","Moderate",3.16,3.61,4.03,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-03-23,"Not Stratified","N/A","Low",2.69,2.62,3.29,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-03-30,"Not Stratified","N/A","Low",2.53,2.5,2.81,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-04-06,"Not Stratified","N/A","Low",2.24,2.44,2.67,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-04-13,"Not Stratified","N/A","Low",1.93,1.93,2.15,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-04-20,"Not Stratified","N/A","Low",1.64,1.7,1.66,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-04-27,"Not Stratified","N/A","Minimal",1.47,1.15,1.47,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-05-04,"Not Stratified","N/A","Minimal",1.47,1.23,1.4,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",1.51,1.02,1.41,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-05-18,"Not Stratified","N/A","Minimal",1.67,1.19,1.53,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.83,1.24,1.72,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-06-01,"Not Stratified","N/A","Low",2.06,1.68,1.91,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-06-08,"Not Stratified","N/A","Low",2.36,1.74,2.11,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-06-15,"Not Stratified","N/A","Low",2.55,2.28,2.48,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-06-22,"Not Stratified","N/A","Low",3.16,2.56,3.38,NA
"NWSS","SARS-CoV-2","North Carolina","State","2023-24",2024-06-29,"Not Stratified","N/A","Moderate",4.06,3.69,4.07,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-07-06,"Not Stratified","N/A","Moderate",4.67,4.49,4.84,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-07-13,"Not Stratified","N/A","High",5.92,6.38,5.91,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-07-20,"Not Stratified","N/A","High",6.79,7.07,7.52,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-07-27,"Not Stratified","N/A","Very High",7.3,10.14,8.65,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-08-03,"Not Stratified","N/A","Very High",8.98,15.4,10.58,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-08-10,"Not Stratified","N/A","Very High",8.75,13.75,10.82,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-08-17,"Not Stratified","N/A","Very High",8.83,11.92,9.88,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-08-24,"Not Stratified","N/A","Very High",9.04,13.34,10.41,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-08-31,"Not Stratified","N/A","Very High",8.82,12.49,9.13,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-09-07,"Not Stratified","N/A","Very High",8.22,11.8,8.34,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-09-14,"Not Stratified","N/A","Very High",7.31,9.63,7.03,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-09-21,"Not Stratified","N/A","High",5.65,6.4,5.52,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-09-28,"Not Stratified","N/A","Moderate",4.22,4.07,3.97,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-10-05,"Not Stratified","N/A","Moderate",2.94,4.09,3.15,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-10-12,"Not Stratified","N/A","Low",2.46,2.51,2.17,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-10-19,"Not Stratified","N/A","Low",2.13,2.2,2.23,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-10-26,"Not Stratified","N/A","Low",2.14,2.63,2.11,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-11-02,"Not Stratified","N/A","Low",2.04,1.87,1.8,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-11-09,"Not Stratified","N/A","Low",1.82,1.87,1.49,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-11-16,"Not Stratified","N/A","Minimal",1.78,1.46,1.31,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-11-23,"Not Stratified","N/A","Low",1.96,1.8,1.7,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-11-30,"Not Stratified","N/A","Low",1.84,1.82,1.52,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-12-07,"Not Stratified","N/A","Low",2.92,2.15,2.34,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-12-14,"Not Stratified","N/A","Low",3.67,2.75,2.79,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-12-21,"Not Stratified","N/A","Moderate",4.22,3.47,3.38,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2024-12-28,"Not Stratified","N/A","Moderate",4.98,3.27,3.8,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2025-01-04,"Not Stratified","N/A","High",5.62,5.46,4.36,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2025-01-11,"Not Stratified","N/A","High",5.34,4.74,4.46,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2025-01-18,"Not Stratified","N/A","High",4.48,6,4.26,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2025-01-25,"Not Stratified","N/A","High",4.68,5.21,4.61,NA
"NWSS","SARS-CoV-2","North Carolina","State","2024-25",2025-02-01,"Not Stratified","N/A","High",5.06,6.25,4.81,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-01-01,"Not Stratified","N/A","Very High",16.64,16.15,16.53,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-01-08,"Not Stratified","N/A","Very High",24.58,16.55,19.78,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-01-15,"Not Stratified","N/A","Very High",23.56,14.59,18.16,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-01-22,"Not Stratified","N/A","Very High",20.49,15.56,17.55,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-01-29,"Not Stratified","N/A","Very High",15.11,12.42,12.42,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-02-05,"Not Stratified","N/A","Very High",9.81,10.17,8.72,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-02-12,"Not Stratified","N/A","High",6.28,5.68,5.78,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-02-19,"Not Stratified","N/A","High",4.14,4.73,4.42,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-02-26,"Not Stratified","N/A","Low",2.83,2.88,2.98,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-03-05,"Not Stratified","N/A","Low",1.92,1.65,2.06,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-03-12,"Not Stratified","N/A","Low",1.55,1.88,1.83,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-03-19,"Not Stratified","N/A","Minimal",1.27,1.38,1.45,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-03-26,"Not Stratified","N/A","Minimal",1.39,1.23,1.65,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-04-02,"Not Stratified","N/A","Minimal",1.31,1.22,1.31,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-04-09,"Not Stratified","N/A","Low",1.71,1.71,1.62,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-04-16,"Not Stratified","N/A","Low",2.21,2.25,2.36,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-04-23,"Not Stratified","N/A","Low",3.37,2.1,3.15,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-04-30,"Not Stratified","N/A","Moderate",4.08,4.3,4.49,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-05-07,"Not Stratified","N/A","High",5.23,4.71,5.82,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-05-14,"Not Stratified","N/A","High",6.26,4.64,6.94,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-05-21,"Not Stratified","N/A","High",7.15,6.49,7.48,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-05-28,"Not Stratified","N/A","High",7.98,6.91,8.35,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-06-04,"Not Stratified","N/A","High",7.82,6.09,7.75,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-06-11,"Not Stratified","N/A","High",7.25,5.15,7.4,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-06-18,"Not Stratified","N/A","High",7.23,5.49,7.48,NA
"NWSS","SARS-CoV-2","Ohio","State","2021-22",2022-06-25,"Not Stratified","N/A","High",7.71,4.72,7.71,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-07-02,"Not Stratified","N/A","High",8.3,5.34,8.13,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-07-09,"Not Stratified","N/A","High",10.01,4.54,11.01,"Limited Coverage"
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-07-16,"Not Stratified","N/A","High",9.64,4.74,9.9,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-07-23,"Not Stratified","N/A","Very High",10.44,9.12,10.84,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-07-30,"Not Stratified","N/A","Very High",9.4,9.94,11.48,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-08-06,"Not Stratified","N/A","High",8.5,5.72,11.05,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-08-13,"Not Stratified","N/A","High",7.57,6.21,10.52,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-08-20,"Not Stratified","N/A","High",7.11,7.76,9.56,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-08-27,"Not Stratified","N/A","Very High",6.88,8.39,8.71,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-09-03,"Not Stratified","N/A","High",6.08,6.25,7.02,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-09-10,"Not Stratified","N/A","Very High",5.84,9.7,7.03,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-09-17,"Not Stratified","N/A","High",5.38,6.76,6.33,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-09-24,"Not Stratified","N/A","Moderate",5.01,3.55,4.97,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-10-01,"Not Stratified","N/A","High",3.96,4.58,4.24,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-10-08,"Not Stratified","N/A","High",3.72,5.16,4.65,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-10-15,"Not Stratified","N/A","High",3.62,5.49,4.37,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-10-22,"Not Stratified","N/A","High",3.62,6.15,4.89,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-10-29,"Not Stratified","N/A","High",4.23,6.13,5.62,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-11-05,"Not Stratified","N/A","High",4.24,6.87,6.03,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-11-12,"Not Stratified","N/A","High",4.4,6.52,5.6,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-11-19,"Not Stratified","N/A","High",4.96,6.87,6.02,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-11-26,"Not Stratified","N/A","Very High",5.55,8.22,7.83,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-12-03,"Not Stratified","N/A","Very High",9.17,13.1,10.75,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-12-10,"Not Stratified","N/A","Very High",8.84,13.62,10.3,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-12-17,"Not Stratified","N/A","Very High",9.5,13.48,11.86,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-12-24,"Not Stratified","N/A","Very High",9.85,15.84,10.91,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2022-12-31,"Not Stratified","N/A","Very High",11.24,16.22,11.82,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-01-07,"Not Stratified","N/A","Very High",8.59,9.26,7.7,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-01-14,"Not Stratified","N/A","High",6.26,6.27,5.87,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-01-21,"Not Stratified","N/A","High",5.99,5.4,5.75,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-01-28,"Not Stratified","N/A","High",6.19,5.39,6.36,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-02-04,"Not Stratified","N/A","High",6.47,4.91,6.09,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-02-11,"Not Stratified","N/A","High",6.56,6.31,6.72,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-02-18,"Not Stratified","N/A","High",6.75,6.01,7.55,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-02-25,"Not Stratified","N/A","Very High",6.24,8.31,7.08,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-03-04,"Not Stratified","N/A","Moderate",5.44,4.31,6.53,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-03-11,"Not Stratified","N/A","High",4.64,4.9,6.44,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-03-18,"Not Stratified","N/A","High",5.04,6.05,6.29,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-03-25,"Not Stratified","N/A","Moderate",4.69,4.05,5.72,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-04-01,"Not Stratified","N/A","Moderate",3.71,3.05,4.45,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-04-08,"Not Stratified","N/A","Moderate",3.07,3.74,4.35,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-04-15,"Not Stratified","N/A","Moderate",3.01,3.76,3.63,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-04-22,"Not Stratified","N/A","Moderate",2.27,3.4,3.33,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-04-29,"Not Stratified","N/A","Low",2,1.83,2.4,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-05-06,"Not Stratified","N/A","Low",2.17,2.33,2.41,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-05-13,"Not Stratified","N/A","Low",2.02,2.07,2.43,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-05-20,"Not Stratified","N/A","Low",1.74,2.13,2.03,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-05-27,"Not Stratified","N/A","Low",1.57,1.64,1.85,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-06-03,"Not Stratified","N/A","Minimal",1.38,1.41,1.44,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-06-10,"Not Stratified","N/A","Minimal",1.21,1.06,1.15,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-06-17,"Not Stratified","N/A","Low",1.23,1.54,1.29,NA
"NWSS","SARS-CoV-2","Ohio","State","2022-23",2023-06-24,"Not Stratified","N/A","Minimal",1.28,0.89,1.14,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-07-01,"Not Stratified","N/A","Minimal",1.45,1.09,1.25,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-07-08,"Not Stratified","N/A","Minimal",1.77,1.07,1.49,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-07-15,"Not Stratified","N/A","Minimal",1.98,1.1,1.59,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-07-22,"Not Stratified","N/A","Minimal",2.28,1.42,1.7,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-07-29,"Not Stratified","N/A","Low",2.85,1.69,1.97,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-08-05,"Not Stratified","N/A","Low",3.37,2.02,2.58,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-08-12,"Not Stratified","N/A","Low",4.36,2.32,3.18,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-08-19,"Not Stratified","N/A","Low",4.58,2.64,4.05,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-08-26,"Not Stratified","N/A","Moderate",5.16,3.14,4.42,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-09-02,"Not Stratified","N/A","Moderate",5.96,4.09,5.41,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-09-09,"Not Stratified","N/A","High",6.62,6.36,6.88,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-09-16,"Not Stratified","N/A","High",5.89,5.64,6.18,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-09-23,"Not Stratified","N/A","High",5.65,4.8,5.63,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-09-30,"Not Stratified","N/A","Moderate",5.42,4.34,5.24,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-10-07,"Not Stratified","N/A","Moderate",4.71,4.34,4.47,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-10-14,"Not Stratified","N/A","Moderate",4.03,3.28,3.68,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-10-21,"Not Stratified","N/A","Moderate",4.3,3.7,3.94,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-10-28,"Not Stratified","N/A","Moderate",4.38,4.3,4.79,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-11-04,"Not Stratified","N/A","Moderate",4.81,4.37,5.21,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-11-11,"Not Stratified","N/A","High",5.28,4.5,6.49,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-11-18,"Not Stratified","N/A","High",5.86,6.77,7.63,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-11-25,"Not Stratified","N/A","High",6.49,7.48,9.2,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-12-02,"Not Stratified","N/A","Very High",8.09,12.25,13.1,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-12-09,"Not Stratified","N/A","Very High",9.01,11.46,13.06,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-12-16,"Not Stratified","N/A","Very High",10.37,16.03,14.51,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-12-23,"Not Stratified","N/A","Very High",12.55,18.67,16.01,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2023-12-30,"Not Stratified","N/A","Very High",14.38,24.65,17.51,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-01-06,"Not Stratified","N/A","Very High",13.77,18.87,14.87,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-01-13,"Not Stratified","N/A","Very High",10.84,17.83,13.01,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-01-20,"Not Stratified","N/A","Very High",8.95,8.51,8.84,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-01-27,"Not Stratified","N/A","Very High",8.76,12.33,8.32,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-02-03,"Not Stratified","N/A","High",7.25,7.15,6.79,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-02-10,"Not Stratified","N/A","Very High",7.4,9.19,7.83,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-02-17,"Not Stratified","N/A","Very High",7.21,10.01,8.38,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-02-24,"Not Stratified","N/A","Very High",6.58,9.04,7.71,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-03-02,"Not Stratified","N/A","High",5.26,7.39,7.03,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-03-09,"Not Stratified","N/A","High",4.25,5.22,5.21,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-03-16,"Not Stratified","N/A","Low",3.16,2.75,3.58,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-03-23,"Not Stratified","N/A","Low",2.69,2.47,2.84,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-03-30,"Not Stratified","N/A","Low",2.53,2.26,2.89,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-04-06,"Not Stratified","N/A","Low",2.24,2.61,2.5,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-04-13,"Not Stratified","N/A","Low",1.93,1.85,2.38,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-04-20,"Not Stratified","N/A","Low",1.64,1.67,1.94,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-04-27,"Not Stratified","N/A","Minimal",1.47,1.22,1.67,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-05-04,"Not Stratified","N/A","Minimal",1.47,1.41,1.53,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",1.51,1.16,1.56,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-05-18,"Not Stratified","N/A","Minimal",1.67,1.09,1.53,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.83,1.31,1.62,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-06-01,"Not Stratified","N/A","Minimal",2.06,1.44,1.82,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-06-08,"Not Stratified","N/A","Low",2.36,1.51,1.92,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-06-15,"Not Stratified","N/A","Low",2.55,2.32,2.29,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-06-22,"Not Stratified","N/A","Low",3.16,1.92,2.56,NA
"NWSS","SARS-CoV-2","Ohio","State","2023-24",2024-06-29,"Not Stratified","N/A","Low",4.06,2.52,3.2,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-07-06,"Not Stratified","N/A","Low",4.67,2.66,3.61,"Limited Coverage"
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-07-13,"Not Stratified","N/A","Moderate",5.92,4.38,5.24,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-07-20,"Not Stratified","N/A","Moderate",6.79,4.46,5.62,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-07-27,"Not Stratified","N/A","High",7.3,5.18,6.33,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-08-03,"Not Stratified","N/A","High",8.98,6.9,7.56,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-08-10,"Not Stratified","N/A","High",8.75,7.53,7.02,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-08-17,"Not Stratified","N/A","High",8.83,7.72,7.8,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-08-24,"Not Stratified","N/A","Very High",9.04,10.2,8.84,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-08-31,"Not Stratified","N/A","Very High",8.82,12.61,9.59,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-09-07,"Not Stratified","N/A","Very High",8.22,11.03,8.86,NA
"NWSS","SARS-CoV-2","Ohio","State","2024-25",2024-09-14,"Not Stratified","N/A","Very High",7.31,11.9,8.33,NA
