"","Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"22219","AHRQ","Massachusetts",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Males",766.986317521505,25300
"22220","AHRQ","Massachusetts",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Males",700.391043063823,23300
"22221","AHRQ","Massachusetts",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Males",681.289956044465,22650
"22222","AHRQ","Massachusetts",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Males",686.17440219373,23050
"22223","AHRQ","Massachusetts",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Males",527.558805874478,NA
"22224","AHRQ","Massachusetts",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Males",674.791026386564,22750
"22225","AHRQ","Massachusetts",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Males",536.781706648455,18400
"22226","AHRQ","Massachusetts",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Females",385.048502513548,13500
"22227","AHRQ","Massachusetts",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Females",363.774573532148,12850
"22228","AHRQ","Massachusetts",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Females",340.858073419843,12050
"22229","AHRQ","Massachusetts",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Females",342.6187171809,12200
"22230","AHRQ","Massachusetts",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Females",234.787596034389,NA
"22231","AHRQ","Massachusetts",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Females",288.265858317562,10300
"22232","AHRQ","Massachusetts",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Females",248.618085898018,9050
"22233","AHRQ","Massachusetts",2016,NA,"IP","All Opioids","Total","All Inpatient Stays",452.467655099912,30850
"22234","AHRQ","Massachusetts",2017,NA,"IP","All Opioids","Total","All Inpatient Stays",463.76513142935,31850
"22235","AHRQ","Massachusetts",2018,NA,"IP","All Opioids","Total","All Inpatient Stays",459.294853419028,31500
"22236","AHRQ","Massachusetts",2019,NA,"IP","All Opioids","Total","All Inpatient Stays",459.682533986559,31750
"22237","AHRQ","Massachusetts",2020,NA,"IP","All Opioids","Total","All Inpatient Stays",433.554553874371,30200
"22238","AHRQ","Massachusetts",2021,NA,"IP","All Opioids","Total","All Inpatient Stays",434.465691907423,30100
"22239","AHRQ","Massachusetts",2022,NA,"IP","All Opioids","Total","All Inpatient Stays",417.403283798596,29500
"22240","AHRQ","Massachusetts",2016,NA,"IP","All Opioids","Age","<1 Year",46.8439681592712,NA
"22241","AHRQ","Massachusetts",2017,NA,"IP","All Opioids","Age","<1 Year",64.1994601248395,NA
"22242","AHRQ","Massachusetts",2018,NA,"IP","All Opioids","Age","<1 Year",56.8082777688017,NA
"22243","AHRQ","Massachusetts",2019,NA,"IP","All Opioids","Age","<1 Year",38.8655543049539,NA
"22244","AHRQ","Massachusetts",2020,NA,"IP","All Opioids","Age","<1 Year",43.3642129784316,NA
"22245","AHRQ","Massachusetts",2021,NA,"IP","All Opioids","Age","<1 Year",49.4271028671809,NA
"22246","AHRQ","Massachusetts",2022,NA,"IP","All Opioids","Age","<1 Year",48.4898863951233,NA
"22247","AHRQ","Massachusetts",2016,NA,"IP","All Opioids","Age","1-24 Years",101.913322114187,2050
"22248","AHRQ","Massachusetts",2017,NA,"IP","All Opioids","Age","1-24 Years",82.790062159935,1650
"22249","AHRQ","Massachusetts",2018,NA,"IP","All Opioids","Age","1-24 Years",65.9159046263453,1300
"22250","AHRQ","Massachusetts",2019,NA,"IP","All Opioids","Age","1-24 Years",52.6663520350211,1050
"22251","AHRQ","Massachusetts",2020,NA,"IP","All Opioids","Age","1-24 Years",49.6428594894246,1000
"22252","AHRQ","Massachusetts",2021,NA,"IP","All Opioids","Age","1-24 Years",43.9289802077287,900
"22253","AHRQ","Massachusetts",2022,NA,"IP","All Opioids","Age","1-24 Years",35.5454149927046,750
"22254","AHRQ","Massachusetts",2016,NA,"IP","All Opioids","Age","25-44 Years",745.39610609084,13100
"22255","AHRQ","Massachusetts",2017,NA,"IP","All Opioids","Age","25-44 Years",756.041752545673,13400
"22256","AHRQ","Massachusetts",2018,NA,"IP","All Opioids","Age","25-44 Years",767.458216781676,13450
"22257","AHRQ","Massachusetts",2019,NA,"IP","All Opioids","Age","25-44 Years",750.56730233732,13300
"22258","AHRQ","Massachusetts",2020,NA,"IP","All Opioids","Age","25-44 Years",716.107611433233,12850
"22259","AHRQ","Massachusetts",2021,NA,"IP","All Opioids","Age","25-44 Years",710.573585190162,12750
"22260","AHRQ","Massachusetts",2022,NA,"IP","All Opioids","Age","25-44 Years",620.780392558864,11400
"22261","AHRQ","Massachusetts",2016,NA,"IP","All Opioids","Age","45-64 Years",574.400071356112,10850
"22262","AHRQ","Massachusetts",2017,NA,"IP","All Opioids","Age","45-64 Years",604.242124585578,11400
"22263","AHRQ","Massachusetts",2018,NA,"IP","All Opioids","Age","45-64 Years",591.787909524966,11150
"22264","AHRQ","Massachusetts",2019,NA,"IP","All Opioids","Age","45-64 Years",617.854192793706,11550
"22265","AHRQ","Massachusetts",2020,NA,"IP","All Opioids","Age","45-64 Years",593.067365330202,11100
"22266","AHRQ","Massachusetts",2021,NA,"IP","All Opioids","Age","45-64 Years",612.167640132635,11300
"22267","AHRQ","Massachusetts",2022,NA,"IP","All Opioids","Age","45-64 Years",615.190619630106,11500
"22268","AHRQ","Massachusetts",2016,NA,"IP","All Opioids","Age","65+ Years",447.000625110861,4800
"22269","AHRQ","Massachusetts",2017,NA,"IP","All Opioids","Age","65+ Years",477.720254796597,5250
"22270","AHRQ","Massachusetts",2018,NA,"IP","All Opioids","Age","65+ Years",489.630161106814,5550
"22271","AHRQ","Massachusetts",2019,NA,"IP","All Opioids","Age","65+ Years",495.411430629083,5750
"22272","AHRQ","Massachusetts",2020,NA,"IP","All Opioids","Age","65+ Years",430.123821322091,5250
"22273","AHRQ","Massachusetts",2021,NA,"IP","All Opioids","Age","65+ Years",420.586754930187,5100
"22274","AHRQ","Massachusetts",2022,NA,"IP","All Opioids","Age","65+ Years",460.466787660337,5900
"22275","AHRQ","Massachusetts",2016,NA,"IP","All Opioids","Sex","Males",493.161580059534,16250
"22276","AHRQ","Massachusetts",2017,NA,"IP","All Opioids","Sex","Males",500.136234570509,16600
"22277","AHRQ","Massachusetts",2018,NA,"IP","All Opioids","Sex","Males",502.975319033607,16750
"22278","AHRQ","Massachusetts",2019,NA,"IP","All Opioids","Sex","Males",508.460903886099,17050
"22279","AHRQ","Massachusetts",2020,NA,"IP","All Opioids","Sex","Males",500.824854525575,16900
"22280","AHRQ","Massachusetts",2021,NA,"IP","All Opioids","Sex","Males",506.384544747832,17050
"22281","AHRQ","Massachusetts",2022,NA,"IP","All Opioids","Sex","Males",481.946293415069,16600
"22282","AHRQ","Massachusetts",2016,NA,"IP","All Opioids","Sex","Females",414.069127405727,14550
"22283","AHRQ","Massachusetts",2017,NA,"IP","All Opioids","Sex","Females",429.489318051544,15200
"22284","AHRQ","Massachusetts",2018,NA,"IP","All Opioids","Sex","Females",418.098876218895,14750
"22285","AHRQ","Massachusetts",2019,NA,"IP","All Opioids","Sex","Females",413.509727504205,14700
"22286","AHRQ","Massachusetts",2020,NA,"IP","All Opioids","Sex","Females",369.98828074158,13250
"22287","AHRQ","Massachusetts",2021,NA,"IP","All Opioids","Sex","Females",366.575464761677,13050
"22288","AHRQ","Massachusetts",2022,NA,"IP","All Opioids","Sex","Females",356.41823437912,13000
"22289","AHRQ","Michigan",2016,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",NA,NA
"22290","AHRQ","Michigan",2017,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",NA,NA
"22291","AHRQ","Michigan",2018,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",266.219790815005,26500
"22292","AHRQ","Michigan",2019,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",233.475664872487,23350
"22293","AHRQ","Michigan",2020,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",216.703616716464,21700
"22294","AHRQ","Michigan",2021,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",214.715010232056,21450
"22295","AHRQ","Michigan",2022,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",183.424482714134,18500
"22296","AHRQ","Michigan",2016,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22297","AHRQ","Michigan",2017,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22298","AHRQ","Michigan",2018,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22299","AHRQ","Michigan",2019,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22300","AHRQ","Michigan",2020,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22301","AHRQ","Michigan",2021,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22302","AHRQ","Michigan",2022,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22303","AHRQ","Michigan",2016,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",NA,NA
"22304","AHRQ","Michigan",2017,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",NA,NA
"22305","AHRQ","Michigan",2018,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",81.4620327458542,2500
"22306","AHRQ","Michigan",2019,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",59.2571912278589,1800
"22307","AHRQ","Michigan",2020,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",59.2344574352667,1750
"22308","AHRQ","Michigan",2021,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",51.5142026552175,1550
"22309","AHRQ","Michigan",2022,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",40.2243678393667,1200
"22310","AHRQ","Michigan",2016,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",NA,NA
"22311","AHRQ","Michigan",2017,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",NA,NA
"22312","AHRQ","Michigan",2018,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",569.035739889413,13650
"22313","AHRQ","Michigan",2019,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",504.325823438976,12200
"22314","AHRQ","Michigan",2020,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",487.486920539571,11900
"22315","AHRQ","Michigan",2021,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",473.661992310523,11600
"22316","AHRQ","Michigan",2022,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",395.241049078394,9850
"22317","AHRQ","Michigan",2016,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",NA,NA
"22318","AHRQ","Michigan",2017,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",NA,NA
"22319","AHRQ","Michigan",2018,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",288.128920592113,7800
"22320","AHRQ","Michigan",2019,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",251.55334363681,6700
"22321","AHRQ","Michigan",2020,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",220.611591007123,5800
"22322","AHRQ","Michigan",2021,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",222.027636899256,5800
"22323","AHRQ","Michigan",2022,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",199.928236347181,5200
"22324","AHRQ","Michigan",2016,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",NA,NA
"22325","AHRQ","Michigan",2017,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",NA,NA
"22326","AHRQ","Michigan",2018,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",151.544879428204,2550
"22327","AHRQ","Michigan",2019,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",147.176827778601,2500
"22328","AHRQ","Michigan",2020,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",120.120218783441,2200
"22329","AHRQ","Michigan",2021,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",134.522710078689,2450
"22330","AHRQ","Michigan",2022,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",117.466363431611,2250
"22331","AHRQ","Michigan",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Males",NA,NA
"22332","AHRQ","Michigan",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Males",NA,NA
"22333","AHRQ","Michigan",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Males",301.594942149596,14750
"22334","AHRQ","Michigan",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Males",259.442650456571,12700
"22335","AHRQ","Michigan",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Males",261.423157881646,12850
"22336","AHRQ","Michigan",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Males",259.160749856992,12700
"22337","AHRQ","Michigan",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Males",220.787249851402,11000
"22338","AHRQ","Michigan",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Females",NA,NA
"22339","AHRQ","Michigan",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Females",NA,NA
"22340","AHRQ","Michigan",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Females",231.933928207317,11700
"22341","AHRQ","Michigan",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Females",208.29456565745,10600
"22342","AHRQ","Michigan",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Females",173.292336150796,8850
"22343","AHRQ","Michigan",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Females",171.086197006255,8700
"22344","AHRQ","Michigan",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Females",147.142749681964,7500
"22345","AHRQ","Michigan",2016,NA,"IP","All Opioids","Total","All Inpatient Stays",335.740811028714,33300
"22346","AHRQ","Michigan",2017,NA,"IP","All Opioids","Total","All Inpatient Stays",342.760994475881,34050
"22347","AHRQ","Michigan",2018,NA,"IP","All Opioids","Total","All Inpatient Stays",316.418432373038,31400
"22348","AHRQ","Michigan",2019,NA,"IP","All Opioids","Total","All Inpatient Stays",285.027215311301,28500
"22349","AHRQ","Michigan",2020,NA,"IP","All Opioids","Total","All Inpatient Stays",247.855978404457,24850
"22350","AHRQ","Michigan",2021,NA,"IP","All Opioids","Total","All Inpatient Stays",252.405592035167,25250
"22351","AHRQ","Michigan",2022,NA,"IP","All Opioids","Total","All Inpatient Stays",231.999189549613,23350
"22352","AHRQ","Michigan",2016,NA,"IP","All Opioids","Age","<1 Year",56.9255574843258,NA
"22353","AHRQ","Michigan",2017,NA,"IP","All Opioids","Age","<1 Year",35.7063137435856,NA
"22354","AHRQ","Michigan",2018,NA,"IP","All Opioids","Age","<1 Year",39.9327050120687,NA
"22355","AHRQ","Michigan",2019,NA,"IP","All Opioids","Age","<1 Year",40.9396842423026,NA
"22356","AHRQ","Michigan",2020,NA,"IP","All Opioids","Age","<1 Year",37.5398693291122,NA
"22357","AHRQ","Michigan",2021,NA,"IP","All Opioids","Age","<1 Year",50.5832479387797,NA
"22358","AHRQ","Michigan",2022,NA,"IP","All Opioids","Age","<1 Year",46.446943290991,NA
"22359","AHRQ","Michigan",2016,NA,"IP","All Opioids","Age","1-24 Years",58.8806316518667,1850
"22360","AHRQ","Michigan",2017,NA,"IP","All Opioids","Age","1-24 Years",61.8999640331386,1900
"22361","AHRQ","Michigan",2018,NA,"IP","All Opioids","Age","1-24 Years",45.3515541243425,1400
"22362","AHRQ","Michigan",2019,NA,"IP","All Opioids","Age","1-24 Years",33.3307400106988,1000
"22363","AHRQ","Michigan",2020,NA,"IP","All Opioids","Age","1-24 Years",31.8368949096544,1000
"22364","AHRQ","Michigan",2021,NA,"IP","All Opioids","Age","1-24 Years",28.8001123206134,900
"22365","AHRQ","Michigan",2022,NA,"IP","All Opioids","Age","1-24 Years",22.7757111965764,650
"22366","AHRQ","Michigan",2016,NA,"IP","All Opioids","Age","25-44 Years",415.671225139056,9850
"22367","AHRQ","Michigan",2017,NA,"IP","All Opioids","Age","25-44 Years",416.014681449314,9950
"22368","AHRQ","Michigan",2018,NA,"IP","All Opioids","Age","25-44 Years",374.611183390299,9000
"22369","AHRQ","Michigan",2019,NA,"IP","All Opioids","Age","25-44 Years",330.844221341303,8000
"22370","AHRQ","Michigan",2020,NA,"IP","All Opioids","Age","25-44 Years",310.986170301382,7600
"22371","AHRQ","Michigan",2021,NA,"IP","All Opioids","Age","25-44 Years",320.28160712402,7900
"22372","AHRQ","Michigan",2022,NA,"IP","All Opioids","Age","25-44 Years",287.737922955412,7150
"22373","AHRQ","Michigan",2016,NA,"IP","All Opioids","Age","45-64 Years",490.656012134536,13400
"22374","AHRQ","Michigan",2017,NA,"IP","All Opioids","Age","45-64 Years",488.480964349997,13300
"22375","AHRQ","Michigan",2018,NA,"IP","All Opioids","Age","45-64 Years",459.197812936959,12400
"22376","AHRQ","Michigan",2019,NA,"IP","All Opioids","Age","45-64 Years",406.794692123226,10900
"22377","AHRQ","Michigan",2020,NA,"IP","All Opioids","Age","45-64 Years",345.2402117836,9150
"22378","AHRQ","Michigan",2021,NA,"IP","All Opioids","Age","45-64 Years",346.416829736518,9000
"22379","AHRQ","Michigan",2022,NA,"IP","All Opioids","Age","45-64 Years",319.914270086932,8300
"22380","AHRQ","Michigan",2016,NA,"IP","All Opioids","Age","65+ Years",507.216371621917,8100
"22381","AHRQ","Michigan",2017,NA,"IP","All Opioids","Age","65+ Years",541.148667384033,8950
"22382","AHRQ","Michigan",2018,NA,"IP","All Opioids","Age","65+ Years",513.339635385335,8650
"22383","AHRQ","Michigan",2019,NA,"IP","All Opioids","Age","65+ Years",489.56884849701,8550
"22384","AHRQ","Michigan",2020,NA,"IP","All Opioids","Age","65+ Years",394.925876059012,7100
"22385","AHRQ","Michigan",2021,NA,"IP","All Opioids","Age","65+ Years",403.933179838036,7450
"22386","AHRQ","Michigan",2022,NA,"IP","All Opioids","Age","65+ Years",377.65312643985,7100
"22387","AHRQ","Michigan",2016,NA,"IP","All Opioids","Sex","Males",304.545064252014,14850
"22388","AHRQ","Michigan",2017,NA,"IP","All Opioids","Sex","Males",318.643546463427,15550
"22389","AHRQ","Michigan",2018,NA,"IP","All Opioids","Sex","Males",297.209334855029,14550
"22390","AHRQ","Michigan",2019,NA,"IP","All Opioids","Sex","Males",267.010840090419,13150
"22391","AHRQ","Michigan",2020,NA,"IP","All Opioids","Sex","Males",247.822154834175,12250
"22392","AHRQ","Michigan",2021,NA,"IP","All Opioids","Sex","Males",251.406110759586,12400
"22393","AHRQ","Michigan",2022,NA,"IP","All Opioids","Sex","Males",231.028088539717,11500
"22394","AHRQ","Michigan",2016,NA,"IP","All Opioids","Sex","Females",365.320655325721,18450
"22395","AHRQ","Michigan",2017,NA,"IP","All Opioids","Sex","Females",366.067043504999,18500
"22396","AHRQ","Michigan",2018,NA,"IP","All Opioids","Sex","Females",334.984002952321,16900
"22397","AHRQ","Michigan",2019,NA,"IP","All Opioids","Sex","Females",302.464939887901,15350
"22398","AHRQ","Michigan",2020,NA,"IP","All Opioids","Sex","Females",247.829803699637,12600
"22399","AHRQ","Michigan",2021,NA,"IP","All Opioids","Sex","Females",250.676872351607,12750
"22400","AHRQ","Michigan",2022,NA,"IP","All Opioids","Sex","Females",232.921604415077,11950
"22401","AHRQ","Minnesota",2016,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",191.232116585284,10600
"22402","AHRQ","Minnesota",2017,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",188.367802874271,10450
"22403","AHRQ","Minnesota",2018,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",164.41308809001,9200
"22404","AHRQ","Minnesota",2019,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",176.004099035824,9900
"22405","AHRQ","Minnesota",2020,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",200.987459092662,11400
"22406","AHRQ","Minnesota",2021,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",225.52120818095,12900
"22407","AHRQ","Minnesota",2022,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",218.880211408795,12550
"22408","AHRQ","Minnesota",2016,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22409","AHRQ","Minnesota",2017,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22410","AHRQ","Minnesota",2018,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22411","AHRQ","Minnesota",2019,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22412","AHRQ","Minnesota",2020,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22413","AHRQ","Minnesota",2021,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22414","AHRQ","Minnesota",2022,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"22415","AHRQ","Minnesota",2016,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",96.036016409902,1700
"22416","AHRQ","Minnesota",2017,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",95.3943763410547,1650
"22417","AHRQ","Minnesota",2018,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",78.2302959710899,1350
"22418","AHRQ","Minnesota",2019,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",96.6918682334208,1700
"22419","AHRQ","Minnesota",2020,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",135.449981252402,2350
"22420","AHRQ","Minnesota",2021,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",141.383511020066,2550
"22421","AHRQ","Minnesota",2022,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",131.926569173762,2350
"22422","AHRQ","Minnesota",2016,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",346.445689852439,4900
"22423","AHRQ","Minnesota",2017,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",349.602345232592,4950
"22424","AHRQ","Minnesota",2018,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",321.41317333124,4550
"22425","AHRQ","Minnesota",2019,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",345.766526477509,4950
"22426","AHRQ","Minnesota",2020,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",404.52955031489,5950
"22427","AHRQ","Minnesota",2021,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",473.227195169258,6950
"22428","AHRQ","Minnesota",2022,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",459.911186336894,6950
"22429","AHRQ","Minnesota",2016,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",197.519974093053,2900
"22430","AHRQ","Minnesota",2017,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",187.907255793979,2700
"22431","AHRQ","Minnesota",2018,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",159.484795609194,2350
"22432","AHRQ","Minnesota",2019,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",157.816360051564,2300
"22433","AHRQ","Minnesota",2020,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",163.602987063509,2300
"22434","AHRQ","Minnesota",2021,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",172.189562760502,2500
"22435","AHRQ","Minnesota",2022,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",170.075673488427,2450
"22436","AHRQ","Minnesota",2016,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",131.137508948575,1100
"22437","AHRQ","Minnesota",2017,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",125.075669465659,1050
"22438","AHRQ","Minnesota",2018,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",101.388440810212,900
"22439","AHRQ","Minnesota",2019,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",102.364909236591,950
"22440","AHRQ","Minnesota",2020,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",78.2743042592952,750
"22441","AHRQ","Minnesota",2021,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",94.7785448840393,900
"22442","AHRQ","Minnesota",2022,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",96.6925347557613,1000
"22443","AHRQ","Minnesota",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Males",187.79579967341,5200
"22444","AHRQ","Minnesota",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Males",189.57065383591,5250
"22445","AHRQ","Minnesota",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Males",165.31956492538,4600
"22446","AHRQ","Minnesota",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Males",191.473015158206,5400
"22447","AHRQ","Minnesota",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Males",228.991489834256,6450
"22448","AHRQ","Minnesota",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Males",267.228946945088,7600
"22449","AHRQ","Minnesota",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Males",257.834593912258,7400
"22450","AHRQ","Minnesota",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Females",194.589692849342,5400
"22451","AHRQ","Minnesota",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Females",187.17966754198,5200
"22452","AHRQ","Minnesota",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Females",163.516564864853,4600
"22453","AHRQ","Minnesota",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Females",160.679503263808,4550
"22454","AHRQ","Minnesota",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Females",173.153016675512,4900
"22455","AHRQ","Minnesota",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Females",184.083447430547,5250
"22456","AHRQ","Minnesota",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Females",180.194269351681,5200
"22457","AHRQ","Minnesota",2016,NA,"IP","All Opioids","Total","All Inpatient Stays",334.861052981811,18400
"22458","AHRQ","Minnesota",2017,NA,"IP","All Opioids","Total","All Inpatient Stays",363.171916953843,20100
"22459","AHRQ","Minnesota",2018,NA,"IP","All Opioids","Total","All Inpatient Stays",354.153748107873,19800
"22460","AHRQ","Minnesota",2019,NA,"IP","All Opioids","Total","All Inpatient Stays",322.784431949932,18150
"22461","AHRQ","Minnesota",2020,NA,"IP","All Opioids","Total","All Inpatient Stays",284.492663274223,16150
"22462","AHRQ","Minnesota",2021,NA,"IP","All Opioids","Total","All Inpatient Stays",277.817254041262,15850
"22463","AHRQ","Minnesota",2022,NA,"IP","All Opioids","Total","All Inpatient Stays",247.883619569763,14250
"22464","AHRQ","Minnesota",2016,NA,"IP","All Opioids","Age","<1 Year",82.7389443651926,NA
"22465","AHRQ","Minnesota",2017,NA,"IP","All Opioids","Age","<1 Year",102.883421390435,NA
"22466","AHRQ","Minnesota",2018,NA,"IP","All Opioids","Age","<1 Year",110.254573172154,NA
"22467","AHRQ","Minnesota",2019,NA,"IP","All Opioids","Age","<1 Year",87.4247176042852,NA
"22468","AHRQ","Minnesota",2020,NA,"IP","All Opioids","Age","<1 Year",78.7902244830255,NA
"22469","AHRQ","Minnesota",2021,NA,"IP","All Opioids","Age","<1 Year",74.819186964835,NA
"22470","AHRQ","Minnesota",2022,NA,"IP","All Opioids","Age","<1 Year",73.7894355804305,NA
"22471","AHRQ","Minnesota",2016,NA,"IP","All Opioids","Age","1-24 Years",90.0770915044139,1600
"22472","AHRQ","Minnesota",2017,NA,"IP","All Opioids","Age","1-24 Years",85.7708042227322,1500
"22473","AHRQ","Minnesota",2018,NA,"IP","All Opioids","Age","1-24 Years",76.8531338762434,1400
